               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,          
 DSO 2     3487,          ,          ,          ,          ,0.131     ,0.270     ,0.349     ,0.0206    ,  26734202
 DSO 1     3494,2.270     ,-2.98     ,1.98      ,0.0317    ,          ,          ,          ,          ,  26742726
 DSO 2     3488,          ,          ,          ,          ,0.190     ,0.290     ,0.190     ,0.0214    ,  26744202
 DSO 1     3495,2.190     ,3.97      ,1.98      ,0.0655    ,          ,          ,          ,          ,  26752726
 DSO 2     3489,          ,          ,          ,          ,0.468     ,0.429     ,0.071     ,0.0095    ,  26754202
 DSO 1     3496,2.381     ,0.60      ,2.98      ,0.0427    ,          ,          ,          ,          ,  26762726
 DSO 2     3490,          ,          ,          ,          ,0.190     ,0.131     ,0.349     ,0.0079    ,  26764202
 DSO 1     3497,2.270     ,-2.18     ,1.59      ,0.0238    ,          ,          ,          ,          ,  26772726
 DSO 2     3491,          ,          ,          ,          ,0.349     ,0.071     ,0.548     ,0.0095    ,  26774202
 DSO 1     3498,2.206     ,-3.57     ,1.39      ,0.0228    ,          ,          ,          ,          ,  26782726
 DSO 2     3492,          ,          ,          ,          ,0.389     ,0.369     ,0.131     ,0.0214    ,  26784202
 DSO 1     3499,2.175     ,-0.40     ,-0.79     ,0.0347    ,          ,          ,          ,          ,  26792726
 DSO 2     3493,          ,          ,          ,          ,0.528     ,-0.087    ,0.270     ,0.0167    ,  26794202
 DSO 1     3500,2.381     ,0.20      ,4.96      ,0.0298    ,          ,          ,          ,          ,  26802726
 DSO 2     3494,          ,          ,          ,          ,0.111     ,0.012     ,0.548     ,0.0171    ,  26804202
 DSO 1     3501,2.032     ,0.00      ,1.59      ,0.0506    ,          ,          ,          ,          ,  26812726
 DSO 2     3495,          ,          ,          ,          ,0.310     ,0.131     ,0.528     ,0.0119    ,  26814202
 DSO 1     3502,2.508     ,1.19      ,0.00      ,0.0278    ,          ,          ,          ,          ,  26822726
 DSO 2     3496,          ,          ,          ,          ,0.488     ,0.131     ,0.012     ,0.0163    ,  26824202
 DSO 1     3503,2.460     ,1.39      ,4.76      ,0.0367    ,          ,          ,          ,          ,  26832726
 DSO 2     3497,          ,          ,          ,          ,0.270     ,0.468     ,-0.087    ,0.0079    ,  26834202
 DSO 1     3504,2.238     ,0.60      ,3.77      ,0.0427    ,          ,          ,          ,          ,  26842726
 DSO 2     3498,          ,          ,          ,          ,-0.127    ,0.310     ,0.310     ,0.0131    ,  26844202
 DSO 1     3505,2.302     ,0.99      ,2.38      ,0.0427    ,          ,          ,          ,          ,  26852726
 DSO 2     3499,          ,          ,          ,          ,0.349     ,0.290     ,0.250     ,0.0095    ,  26854202
 DSO 1     3506,2.286     ,-2.38     ,4.76      ,0.0179    ,          ,          ,          ,          ,  26862726
 DSO 2     3500,          ,          ,          ,          ,0.448     ,0.369     ,0.290     ,0.0183    ,  26864202
 DSO 1     3507,2.175     ,-1.39     ,4.96      ,0.0159    ,          ,          ,          ,          ,  26872726
 DSO 2     3501,          ,          ,          ,          ,0.310     ,0.528     ,0.369     ,0.0167    ,  26874202
 DSO 1     3508,2.365     ,-0.79     ,3.17      ,0.0337    ,          ,          ,          ,          ,  26882726
 DSO 2     3502,          ,          ,          ,          ,0.310     ,0.250     ,0.429     ,0.0087    ,  26884202
 DSO 1     3509,2.365     ,-0.20     ,3.57      ,0.0119    ,          ,          ,          ,          ,  26892726
 DSO 2     3503,          ,          ,          ,          ,0.250     ,0.032     ,0.667     ,0.0202    ,  26894202
 DSO 1     3510,2.349     ,1.39      ,2.18      ,0.0427    ,          ,          ,          ,          ,  26902726
 DSO 2     3504,          ,          ,          ,          ,0.310     ,0.111     ,0.468     ,0.0198    ,  26904202
 DSO 1     3511,2.190     ,1.79      ,4.37      ,0.0486    ,          ,          ,          ,          ,  26912726
 DSO 2     3505,          ,          ,          ,          ,0.012     ,0.409     ,0.111     ,0.0147    ,  26914202
 DSO 1     3512,2.635     ,3.57      ,5.75      ,0.0496    ,          ,          ,          ,          ,  26922726
 DSO 2     3506,          ,          ,          ,          ,0.131     ,0.151     ,0.171     ,0.0139    ,  26924202
 DSO 1     3513,2.349     ,2.18      ,2.98      ,0.0367    ,          ,          ,          ,          ,  26932726
 DSO 2     3507,          ,          ,          ,          ,0.171     ,0.111     ,0.250     ,0.0052    ,  26934202
 DSO 1     3514,2.317     ,-2.78     ,3.17      ,0.0238    ,          ,          ,          ,          ,  26942726
 DSO 2     3508,          ,          ,          ,          ,0.369     ,0.171     ,0.151     ,0.0159    ,  26944202
 DSO 1     3515,2.397     ,0.20      ,1.59      ,0.0188    ,          ,          ,          ,          ,  26952726
 DSO 2     3509,          ,          ,          ,          ,0.290     ,0.270     ,0.528     ,0.0075    ,  26954202
 DSO 1     3516,2.222     ,0.20      ,2.58      ,0.0288    ,          ,          ,          ,          ,  26962726
 DSO 2     3510,          ,          ,          ,          ,0.607     ,0.409     ,0.310     ,0.0163    ,  26964202
 DSO 1     3517,2.397     ,1.59      ,1.39      ,0.0308    ,          ,          ,          ,          ,  26972726
 DSO 2     3511,          ,          ,          ,          ,0.369     ,0.032     ,0.250     ,0.0183    ,  26974202
 DSO 1     3518,2.159     ,-0.99     ,2.58      ,0.0288    ,          ,          ,          ,          ,  26982726
 DSO 2     3512,          ,          ,          ,          ,0.488     ,0.250     ,0.230     ,0.0171    ,  26984202
 DSO 1     3519,2.556     ,-0.99     ,4.76      ,0.0506    ,          ,          ,          ,          ,  26992726
 DSO 2     3513,          ,          ,          ,          ,0.250     ,0.369     ,0.647     ,0.0151    ,  26994202
 DSO 1     3520,2.349     ,0.79      ,1.79      ,0.0417    ,          ,          ,          ,          ,  27002726
 DSO 2     3514,          ,          ,          ,          ,0.190     ,0.111     ,0.329     ,0.0087    ,  27004202
 DSO 1     3521,2.317     ,2.58      ,3.77      ,0.0486    ,          ,          ,          ,          ,  27012726
 DSO 2     3515,          ,          ,          ,          ,0.409     ,0.250     ,0.230     ,0.0139    ,  27014202
 DSO 1     3522,2.127     ,0.79      ,2.78      ,0.0268    ,          ,          ,          ,          ,  27022726
 DSO 2     3516,          ,          ,          ,          ,0.488     ,0.369     ,0.210     ,0.0167    ,  27024202
 DSO 1     3523,2.127     ,-0.99     ,2.98      ,0.0337    ,          ,          ,          ,          ,  27032726
 DSO 2     3517,          ,          ,          ,          ,0.508     ,0.468     ,0.468     ,0.0131    ,  27034202
 DSO 1     3524,2.111     ,1.19      ,4.37      ,0.0337    ,          ,          ,          ,          ,  27042726
 DSO 2     3518,          ,          ,          ,          ,0.488     ,0.091     ,0.508     ,0.0095    ,  27044202
 DSO 1     3525,2.111     ,-1.98     ,2.18      ,0.0179    ,          ,          ,          ,          ,  27052726
 DSO 2     3519,          ,          ,          ,          ,0.667     ,0.071     ,0.270     ,0.0107    ,  27054202
 DSO 1     3526,2.317     ,-2.38     ,4.96      ,0.0446    ,          ,          ,          ,          ,  27062726
 DSO 2     3520,          ,          ,          ,          ,0.032     ,0.230     ,0.389     ,0.0230    ,  27064202
 DSO 1     3527,2.206     ,4.17      ,1.59      ,0.0476    ,          ,          ,          ,          ,  27072726
 DSO 2     3521,          ,          ,          ,          ,0.230     ,0.131     ,0.369     ,0.0242    ,  27074202
 DSO 1     3528,2.524     ,0.20      ,4.17      ,0.0585    ,          ,          ,          ,          ,  27082726
 DSO 2     3522,          ,          ,          ,          ,0.528     ,0.091     ,0.349     ,0.0083    ,  27084202
 DSO 1     3529,2.397     ,0.99      ,1.59      ,0.0298    ,          ,          ,          ,          ,  27092726
 DSO 2     3523,          ,          ,          ,          ,0.488     ,0.210     ,0.488     ,0.0123    ,  27094202
 DSO 1     3530,2.286     ,0.79      ,2.18      ,0.0377    ,          ,          ,          ,          ,  27102726
 DSO 2     3524,          ,          ,          ,          ,0.230     ,0.369     ,0.012     ,0.0159    ,  27104202
 DSO 1     3531,2.079     ,0.60      ,4.76      ,0.0258    ,          ,          ,          ,          ,  27112726
 DSO 2     3525,          ,          ,          ,          ,0.111     ,-0.028    ,0.270     ,0.0163    ,  27114202
 DSO 1     3532,2.238     ,-0.60     ,2.18      ,0.0407    ,          ,          ,          ,          ,  27122726
 DSO 2     3526,          ,          ,          ,          ,0.210     ,-0.107    ,0.448     ,0.0143    ,  27124202
 DSO 1     3533,2.302     ,0.00      ,0.60      ,0.0367    ,          ,          ,          ,          ,  27132726
 DSO 2     3527,          ,          ,          ,          ,-0.147    ,0.409     ,0.329     ,0.0175    ,  27134202
 DSO 1     3534,2.365     ,3.17      ,1.19      ,0.0397    ,          ,          ,          ,          ,  27142726
 DSO 2     3528,          ,          ,          ,          ,0.607     ,0.409     ,0.270     ,0.0222    ,  27144202
 DSO 1     3535,2.460     ,2.78      ,0.99      ,0.0357    ,          ,          ,          ,          ,  27152726
 DSO 2     3529,          ,          ,          ,          ,0.171     ,0.052     ,0.488     ,0.0147    ,  27154202
 DSO 1     3536,2.429     ,4.17      ,0.40      ,0.0407    ,          ,          ,          ,          ,  27162726
 DSO 2     3530,          ,          ,          ,          ,0.210     ,0.448     ,0.349     ,0.0131    ,  27164202
 DSO 1     3537,2.333     ,3.37      ,2.38      ,0.0367    ,          ,          ,          ,          ,  27172726
 DSO 2     3531,          ,          ,          ,          ,0.071     ,-0.048    ,0.032     ,0.0083    ,  27174202
 DSO 1     3538,2.460     ,-1.59     ,0.00      ,0.0298    ,          ,          ,          ,          ,  27182726
 DSO 2     3532,          ,          ,          ,          ,0.448     ,0.488     ,0.389     ,0.0147    ,  27184202
 DSO 1     3539,2.302     ,0.00      ,3.97      ,0.0377    ,          ,          ,          ,          ,  27192726
 DSO 2     3533,          ,          ,          ,          ,0.171     ,0.091     ,0.488     ,0.0139    ,  27194202
 DSO 1     3540,2.365     ,-0.79     ,2.58      ,0.0367    ,          ,          ,          ,          ,  27202726
 DSO 2     3534,          ,          ,          ,          ,0.349     ,0.190     ,0.786     ,0.0123    ,  27204202
 DSO 1     3541,2.095     ,1.39      ,2.58      ,0.0298    ,          ,          ,          ,          ,  27212726
 DSO 2     3535,          ,          ,          ,          ,-0.008    ,0.052     ,0.171     ,0.0171    ,  27214202
 DSO 1     3542,2.286     ,-1.79     ,4.17      ,0.0228    ,          ,          ,          ,          ,  27222726
 DSO 2     3536,          ,          ,          ,          ,0.468     ,0.171     ,0.766     ,0.0202    ,  27224202
 DSO 1     3543,2.254     ,0.40      ,4.17      ,0.0337    ,          ,          ,          ,          ,  27232726
 DSO 2     3537,          ,          ,          ,          ,0.667     ,0.389     ,0.290     ,0.0139    ,  27234202
 DSO 1     3544,2.540     ,1.39      ,3.77      ,0.0387    ,          ,          ,          ,          ,  27242726
 DSO 2     3538,          ,          ,          ,          ,0.230     ,0.091     ,0.210     ,0.0095    ,  27244202
 DSO 1     3545,2.397     ,-0.79     ,2.98      ,0.0466    ,          ,          ,          ,          ,  27252726
 DSO 2     3539,          ,          ,          ,          ,0.111     ,0.310     ,-0.028    ,0.0048    ,  27254202
 DSO 1     3546,2.143     ,1.79      ,4.17      ,0.0407    ,          ,          ,          ,          ,  27262726
 DSO 2     3540,          ,          ,          ,          ,0.329     ,-0.107    ,0.111     ,0.0091    ,  27264202
 DSO 1     3547,2.032     ,-2.58     ,5.95      ,0.0377    ,          ,          ,          ,          ,  27272726
 DSO 2     3541,          ,          ,          ,          ,0.310     ,0.131     ,0.528     ,0.0127    ,  27274202
 DSO 1     3548,1.984     ,-2.38     ,1.59      ,0.0367    ,          ,          ,          ,          ,  27282726
 DSO 2     3542,          ,          ,          ,          ,0.389     ,0.429     ,0.468     ,0.0044    ,  27284202
 DSO 1     3549,2.254     ,-1.79     ,-0.60     ,0.0417    ,          ,          ,          ,          ,  27292726
 DSO 2     3543,          ,          ,          ,          ,0.270     ,0.151     ,0.389     ,0.0163    ,  27294202
 DSO 1     3550,2.159     ,0.00      ,3.77      ,0.0327    ,          ,          ,          ,          ,  27302726
 DSO 2     3544,          ,          ,          ,          ,0.052     ,0.230     ,0.369     ,0.0230    ,  27304202
 DSO 1     3551,2.381     ,3.77      ,6.35      ,0.0377    ,          ,          ,          ,          ,  27312726
 DSO 2     3545,          ,          ,          ,          ,0.190     ,0.270     ,0.448     ,0.0159    ,  27314202
 DSO 1     3552,2.333     ,0.00      ,3.17      ,0.0536    ,          ,          ,          ,          ,  27322726
 DSO 2     3546,          ,          ,          ,          ,0.171     ,-0.087    ,0.607     ,0.0171    ,  27324202
 DSO 1     3553,2.444     ,2.58      ,4.56      ,0.0506    ,          ,          ,          ,          ,  27332726
 DSO 2     3547,          ,          ,          ,          ,0.071     ,0.369     ,0.210     ,0.0099    ,  27334202
 DSO 1     3554,2.302     ,2.18      ,0.99      ,0.0427    ,          ,          ,          ,          ,  27342726
 DSO 2     3548,          ,          ,          ,          ,0.210     ,0.230     ,0.290     ,0.0075    ,  27344202
 DSO 1     3555,1.968     ,0.20      ,4.17      ,0.0367    ,          ,          ,          ,          ,  27352726
 DSO 2     3549,          ,          ,          ,          ,0.151     ,0.310     ,0.310     ,0.0119    ,  27354202
 DSO 1     3556,2.349     ,-0.40     ,0.79      ,0.0347    ,          ,          ,          ,          ,  27362726
 DSO 2     3550,          ,          ,          ,          ,0.607     ,0.210     ,0.448     ,0.0075    ,  27364202
 DSO 1     3557,2.413     ,1.39      ,2.98      ,0.0347    ,          ,          ,          ,          ,  27372726
 DSO 2     3551,          ,          ,          ,          ,0.329     ,0.151     ,0.329     ,0.0131    ,  27374202
 DSO 1     3558,2.302     ,1.59      ,0.60      ,0.0317    ,          ,          ,          ,          ,  27382726
 DSO 2     3552,          ,          ,          ,          ,0.369     ,0.210     ,0.567     ,0.0079    ,  27384202
 DSO 1     3559,2.365     ,-0.99     ,4.37      ,0.0476    ,          ,          ,          ,          ,  27392726
 DSO 2     3553,          ,          ,          ,          ,0.369     ,0.230     ,0.329     ,0.0131    ,  27394202
 DSO 1     3560,2.429     ,0.20      ,1.98      ,0.0437    ,          ,          ,          ,          ,  27402726
 DSO 2     3554,          ,          ,          ,          ,0.329     ,0.369     ,0.508     ,0.0135    ,  27404202
 DSO 1     3561,2.238     ,0.60      ,1.19      ,0.0516    ,          ,          ,          ,          ,  27412726
 DSO 2     3555,          ,          ,          ,          ,0.290     ,0.171     ,-0.206    ,0.0095    ,  27414202
 DSO 1     3562,2.365     ,0.60      ,-0.20     ,0.0506    ,          ,          ,          ,          ,  27422726
 DSO 2     3556,          ,          ,          ,          ,0.111     ,0.448     ,-0.167    ,0.0135    ,  27424202
 DSO 1     3563,1.889     ,-2.18     ,1.39      ,0.0387    ,          ,          ,          ,          ,  27432726
 DSO 2     3557,          ,          ,          ,          ,0.052     ,0.349     ,0.548     ,0.0115    ,  27434202
 DSO 1     3564,2.222     ,-0.99     ,3.57      ,0.0387    ,          ,          ,          ,          ,  27442726
 DSO 2     3558,          ,          ,          ,          ,0.468     ,0.071     ,0.389     ,0.0060    ,  27444202
 DSO 1     3565,2.270     ,1.19      ,1.98      ,0.0387    ,          ,          ,          ,          ,  27452726
 DSO 2     3559,          ,          ,          ,          ,0.111     ,0.071     ,0.329     ,0.0131    ,  27454202
 DSO 1     3566,2.175     ,0.20      ,2.98      ,0.0317    ,          ,          ,          ,          ,  27462726
 DSO 2     3560,          ,          ,          ,          ,0.369     ,0.052     ,0.448     ,0.0179    ,  27464202
 DSO 1     3567,2.190     ,0.00      ,3.37      ,0.0556    ,          ,          ,          ,          ,  27472726
 DSO 2     3561,          ,          ,          ,          ,0.290     ,0.429     ,0.726     ,0.0135    ,  27474202
 DSO 1     3568,2.397     ,-1.39     ,0.00      ,0.0615    ,          ,          ,          ,          ,  27482726
 DSO 2     3562,          ,          ,          ,          ,0.210     ,0.131     ,0.647     ,0.0214    ,  27484202
 DSO 1     3569,2.413     ,0.99      ,3.97      ,0.0486    ,          ,          ,          ,          ,  27492726
 DSO 2     3563,          ,          ,          ,          ,0.111     ,0.250     ,0.230     ,0.0119    ,  27494202
 DSO 1     3570,2.079     ,1.98      ,1.39      ,0.0427    ,          ,          ,          ,          ,  27502726
 DSO 2     3564,          ,          ,          ,          ,0.409     ,0.190     ,0.012     ,0.0111    ,  27504202
 DSO 1     3571,2.190     ,1.79      ,1.98      ,0.0298    ,          ,          ,          ,          ,  27512726
 DSO 2     3565,          ,          ,          ,          ,0.131     ,0.270     ,0.389     ,0.0103    ,  27514202
 DSO 1     3572,2.254     ,-2.18     ,1.39      ,0.0446    ,          ,          ,          ,          ,  27522726
 DSO 2     3566,          ,          ,          ,          ,0.190     ,0.429     ,0.290     ,0.0024    ,  27524202
 DSO 1     3573,2.095     ,-0.60     ,3.37      ,0.0139    ,          ,          ,          ,          ,  27532726
 DSO 2     3567,          ,          ,          ,          ,0.329     ,0.310     ,0.448     ,0.0167    ,  27534202
 DSO 1     3574,2.222     ,-0.79     ,-0.79     ,0.0327    ,          ,          ,          ,          ,  27542726
 DSO 2     3568,          ,          ,          ,          ,0.230     ,0.230     ,0.131     ,0.0179    ,  27544202
 DSO 1     3575,2.175     ,-1.39     ,3.37      ,0.0446    ,          ,          ,          ,          ,  27552726
 DSO 2     3569,          ,          ,          ,          ,0.448     ,0.052     ,0.429     ,0.0183    ,  27554202
 DSO 1     3576,2.317     ,-1.59     ,1.59      ,0.0456    ,          ,          ,          ,          ,  27562726
 DSO 2     3570,          ,          ,          ,          ,0.210     ,0.290     ,0.647     ,0.0190    ,  27564202
 DSO 1     3577,2.222     ,-1.39     ,2.78      ,0.0367    ,          ,          ,          ,          ,  27572726
 DSO 2     3571,          ,          ,          ,          ,0.567     ,0.230     ,0.329     ,0.0115    ,  27574202
 DSO 1     3578,2.365     ,5.16      ,4.56      ,0.0536    ,          ,          ,          ,          ,  27582726
 DSO 2     3572,          ,          ,          ,          ,0.329     ,0.329     ,0.190     ,0.0099    ,  27584202
 DSO 1     3579,2.381     ,0.79      ,4.96      ,0.0615    ,          ,          ,          ,          ,  27592726
 DSO 2     3573,          ,          ,          ,          ,0.071     ,0.151     ,0.349     ,0.0115    ,  27594202
 DSO 1     3580,2.063     ,-2.98     ,2.58      ,0.0397    ,          ,          ,          ,          ,  27602726
 DSO 2     3574,          ,          ,          ,          ,0.230     ,0.230     ,0.131     ,0.0067    ,  27604202
 DSO 1     3581,2.000     ,-0.20     ,4.76      ,0.0248    ,          ,          ,          ,          ,  27612726
 DSO 2     3575,          ,          ,          ,          ,0.349     ,0.230     ,0.111     ,0.0095    ,  27614202
 DSO 1     3582,2.095     ,1.39      ,2.78      ,0.0407    ,          ,          ,          ,          ,  27622726
 DSO 2     3576,          ,          ,          ,          ,0.349     ,0.111     ,0.508     ,0.0218    ,  27624202
 DSO 1     3583,2.286     ,-0.40     ,5.36      ,0.0198    ,          ,          ,          ,          ,  27632726
 DSO 2     3577,          ,          ,          ,          ,0.409     ,0.349     ,0.250     ,0.0167    ,  27634202
 DSO 1     3584,2.429     ,-0.79     ,3.17      ,0.0377    ,          ,          ,          ,          ,  27642726
 DSO 2     3578,          ,          ,          ,          ,0.349     ,0.250     ,0.488     ,0.0202    ,  27644202
 DSO 1     3585,2.349     ,-0.79     ,0.79      ,0.0317    ,          ,          ,          ,          ,  27652726
 DSO 2     3579,          ,          ,          ,          ,0.409     ,0.250     ,0.310     ,0.0167    ,  27654202
 DSO 1     3586,2.159     ,2.98      ,3.77      ,0.0536    ,          ,          ,          ,          ,  27662726
 DSO 2     3580,          ,          ,          ,          ,0.448     ,-0.028    ,0.230     ,0.0115    ,  27664202
 DSO 1     3587,2.381     ,2.58      ,2.38      ,0.0407    ,          ,          ,          ,          ,  27672726
 DSO 2     3581,          ,          ,          ,          ,0.310     ,-0.028    ,0.270     ,0.0087    ,  27674202
 DSO 1     3588,2.222     ,-1.98     ,3.97      ,0.0367    ,          ,          ,          ,          ,  27682726
 DSO 2     3582,          ,          ,          ,          ,0.230     ,0.052     ,0.389     ,0.0099    ,  27684202
 DSO 1     3589,2.286     ,-0.79     ,3.37      ,0.0327    ,          ,          ,          ,          ,  27692726
 DSO 2     3583,          ,          ,          ,          ,0.389     ,0.091     ,0.131     ,0.0115    ,  27694202
 DSO 1     3590,2.238     ,0.40      ,3.77      ,0.0466    ,          ,          ,          ,          ,  27702726
 DSO 2     3584,          ,          ,          ,          ,0.349     ,0.190     ,0.329     ,0.0194    ,  27704202
 DSO 1     3591,2.143     ,0.99      ,2.58      ,0.0367    ,          ,          ,          ,          ,  27712726
 DSO 2     3585,          ,          ,          ,          ,0.270     ,0.250     ,0.766     ,0.0175    ,  27714202
 DSO 1     3592,2.381     ,-1.19     ,-0.40     ,0.0605    ,          ,          ,          ,          ,  27722726
 DSO 2     3586,          ,          ,          ,          ,0.131     ,0.310     ,0.389     ,0.0206    ,  27724202
 DSO 1     3593,2.270     ,-2.98     ,1.98      ,0.0327    ,          ,          ,          ,          ,  27732726
 DSO 2     3587,          ,          ,          ,          ,0.151     ,0.270     ,0.230     ,0.0222    ,  27734202
 DSO 1     3594,2.175     ,4.17      ,1.98      ,0.0645    ,          ,          ,          ,          ,  27742726
 DSO 2     3588,          ,          ,          ,          ,0.508     ,0.468     ,0.111     ,0.0103    ,  27744202
 DSO 1     3595,2.365     ,0.60      ,3.17      ,0.0446    ,          ,          ,          ,          ,  27752726
 DSO 2     3589,          ,          ,          ,          ,0.230     ,0.151     ,0.369     ,0.0083    ,  27754202
 DSO 1     3596,2.238     ,-2.18     ,1.79      ,0.0258    ,          ,          ,          ,          ,  27762726
 DSO 2     3590,          ,          ,          ,          ,0.389     ,0.111     ,0.528     ,0.0107    ,  27764202
 DSO 1     3597,2.175     ,-3.37     ,1.59      ,0.0248    ,          ,          ,          ,          ,  27772726
 DSO 2     3591,          ,          ,          ,          ,0.409     ,0.429     ,0.131     ,0.0226    ,  27774202
 DSO 1     3598,2.143     ,-0.79     ,-0.60     ,0.0337    ,          ,          ,          ,          ,  27782726
 DSO 2     3592,          ,          ,          ,          ,0.548     ,-0.067    ,0.310     ,0.0167    ,  27784202
 DSO 1     3599,2.333     ,0.20      ,4.96      ,0.0298    ,          ,          ,          ,          ,  27792726
 DSO 2     3593,          ,          ,          ,          ,0.071     ,0.052     ,0.587     ,0.0171    ,  27794202
 DSO 1     3600,2.000     ,0.20      ,1.79      ,0.0526    ,          ,          ,          ,          ,  27802726
 DSO 2     3594,          ,          ,          ,          ,0.310     ,0.131     ,0.528     ,0.0127    ,  27804202
 DSO 1     3601,2.492     ,0.99      ,0.20      ,0.0278    ,          ,          ,          ,          ,  27812726
 DSO 2     3595,          ,          ,          ,          ,0.468     ,0.151     ,0.012     ,0.0167    ,  27814202
 DSO 1     3602,2.413     ,1.59      ,4.76      ,0.0397    ,          ,          ,          ,          ,  27822726
 DSO 2     3596,          ,          ,          ,          ,0.290     ,0.528     ,-0.067    ,0.0083    ,  27824202
 DSO 1     3603,2.190     ,0.60      ,4.17      ,0.0437    ,          ,          ,          ,          ,  27832726
 DSO 2     3597,          ,          ,          ,          ,-0.107    ,0.369     ,0.310     ,0.0139    ,  27834202
 DSO 1     3604,2.238     ,0.99      ,2.58      ,0.0437    ,          ,          ,          ,          ,  27842726
 DSO 2     3598,          ,          ,          ,          ,0.349     ,0.329     ,0.250     ,0.0103    ,  27844202
 DSO 1     3605,2.238     ,-2.58     ,4.37      ,0.0159    ,          ,          ,          ,          ,  27852726
 DSO 2     3599,          ,          ,          ,          ,0.488     ,0.369     ,0.290     ,0.0187    ,  27854202
 DSO 1     3606,2.111     ,-1.59     ,4.96      ,0.0159    ,          ,          ,          ,          ,  27862726
 DSO 2     3600,          ,          ,          ,          ,0.329     ,0.548     ,0.409     ,0.0175    ,  27864202
 DSO 1     3607,2.302     ,-1.39     ,2.78      ,0.0347    ,          ,          ,          ,          ,  27872726
 DSO 2     3601,          ,          ,          ,          ,0.369     ,0.290     ,0.429     ,0.0095    ,  27874202
 DSO 1     3608,2.286     ,-0.99     ,3.17      ,0.0109    ,          ,          ,          ,          ,  27882726
 DSO 2     3602,          ,          ,          ,          ,0.250     ,0.071     ,0.687     ,0.0206    ,  27884202
 DSO 1     3609,2.286     ,0.99      ,1.98      ,0.0427    ,          ,          ,          ,          ,  27892726
 DSO 2     3603,          ,          ,          ,          ,0.329     ,0.111     ,0.528     ,0.0210    ,  27894202
 DSO 1     3610,2.127     ,1.59      ,4.37      ,0.0466    ,          ,          ,          ,          ,  27902726
 DSO 2     3604,          ,          ,          ,          ,0.052     ,0.448     ,0.151     ,0.0155    ,  27904202
 DSO 1     3611,2.556     ,2.78      ,5.75      ,0.0486    ,          ,          ,          ,          ,  27912726
 DSO 2     3605,          ,          ,          ,          ,0.131     ,0.111     ,0.171     ,0.0127    ,  27914202
 DSO 1     3612,2.270     ,1.79      ,2.98      ,0.0357    ,          ,          ,          ,          ,  27922726
 DSO 2     3606,          ,          ,          ,          ,0.190     ,0.012     ,0.250     ,0.0040    ,  27924202
 DSO 1     3613,2.254     ,-3.37     ,2.58      ,0.0238    ,          ,          ,          ,          ,  27932726
 DSO 2     3607,          ,          ,          ,          ,0.409     ,0.111     ,0.131     ,0.0135    ,  27934202
 DSO 1     3614,2.302     ,-0.40     ,1.39      ,0.0188    ,          ,          ,          ,          ,  27942726
 DSO 2     3608,          ,          ,          ,          ,0.250     ,0.250     ,0.508     ,0.0063    ,  27944202
 DSO 1     3615,2.143     ,0.00      ,2.78      ,0.0298    ,          ,          ,          ,          ,  27952726
 DSO 2     3609,          ,          ,          ,          ,0.607     ,0.369     ,0.310     ,0.0147    ,  27954202
 DSO 1     3616,2.302     ,1.39      ,1.39      ,0.0288    ,          ,          ,          ,          ,  27962726
 DSO 2     3610,          ,          ,          ,          ,0.349     ,-0.028    ,0.230     ,0.0171    ,  27964202
 DSO 1     3617,2.079     ,-1.19     ,1.98      ,0.0317    ,          ,          ,          ,          ,  27972726
 DSO 2     3611,          ,          ,          ,          ,0.468     ,0.171     ,0.250     ,0.0159    ,  27974202
 DSO 1     3618,2.476     ,-1.19     ,4.37      ,0.0496    ,          ,          ,          ,          ,  27982726
 DSO 2     3612,          ,          ,          ,          ,0.270     ,0.270     ,0.647     ,0.0151    ,  27984202
 DSO 1     3619,2.254     ,0.40      ,1.79      ,0.0417    ,          ,          ,          ,          ,  27992726
 DSO 2     3613,          ,          ,          ,          ,0.210     ,0.071     ,0.329     ,0.0079    ,  27994202
 DSO 1     3620,2.238     ,2.58      ,3.77      ,0.0476    ,          ,          ,          ,          ,  28002726
 DSO 2     3614,          ,          ,          ,          ,0.389     ,0.171     ,0.250     ,0.0119    ,  28004202
 DSO 1     3621,2.000     ,0.79      ,2.58      ,0.0278    ,          ,          ,          ,          ,  28012726
 DSO 2     3615,          ,          ,          ,          ,0.468     ,0.369     ,0.230     ,0.0147    ,  28014202
 DSO 1     3622,2.000     ,-0.99     ,2.98      ,0.0337    ,          ,          ,          ,          ,  28022726
 DSO 2     3616,          ,          ,          ,          ,0.528     ,0.429     ,0.429     ,0.0123    ,  28024202
 DSO 1     3623,2.016     ,0.79      ,4.56      ,0.0337    ,          ,          ,          ,          ,  28032726
 DSO 2     3617,          ,          ,          ,          ,0.488     ,0.071     ,0.508     ,0.0091    ,  28034202
 DSO 1     3624,2.000     ,-2.38     ,1.79      ,0.0179    ,          ,          ,          ,          ,  28042726
 DSO 2     3618,          ,          ,          ,          ,0.647     ,0.032     ,0.250     ,0.0087    ,  28044202
 DSO 1     3625,2.190     ,-2.78     ,4.56      ,0.0446    ,          ,          ,          ,          ,  28052726
 DSO 2     3619,          ,          ,          ,          ,0.032     ,0.171     ,0.409     ,0.0226    ,  28054202
 DSO 1     3626,2.127     ,3.77      ,1.79      ,0.0466    ,          ,          ,          ,          ,  28062726
