               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
 DSO 2     2081,          ,          ,          ,          ,4.09E-01,1.71E-01,3.18E-02,1.27E-02,20866742,
 DSO 1     2087,2.73,3.571,5.754,6.31E-02,          ,          ,          ,          ,20870000,
 DSO 2     2082,          ,          ,          ,          ,1.11E-01,2.70E-01,4.09E-01,5.95E-03,20876742,
 DSO 1     2088,2.762,0,2.778,9.09E-02,          ,          ,          ,          ,20880000,
 DSO 2     2083,          ,          ,          ,          ,2.50E-01,4.09E-01,2.90E-01,3.57E-03,20886742,
 DSO 1     2089,2.524,2.778,3.968,8.49E-02,          ,          ,          ,          ,20890000,
 DSO 2     2084,          ,          ,          ,          ,3.49E-01,3.10E-01,4.68E-01,1.94E-02,20896742,
 DSO 1     2090,2.286,2.381,5.95E-01,7.30E-02,          ,          ,          ,          ,20900000,
 DSO 2     2085,          ,          ,          ,          ,2.10E-01,2.10E-01,1.31E-01,1.51E-02,20906742,
 DSO 1     2091,1.921,1.98E-01,3.968,5.91E-02,          ,          ,          ,          ,20910000,
 DSO 2     2086,          ,          ,          ,          ,4.29E-01,1.19E-02,4.48E-01,2.14E-02,20916742,
 DSO 1     2092,2.46,0,3.97E-01,5.71E-02,          ,          ,          ,          ,20920000,
 DSO 2     2087,          ,          ,          ,          ,1.91E-01,2.70E-01,6.47E-01,1.75E-02,20926742,
 DSO 1     2093,2.476,1.389,2.579,5.52E-02,          ,          ,          ,          ,20930000,
 DSO 2     2088,          ,          ,          ,          ,6.07E-01,2.30E-01,3.69E-01,1.43E-02,20936742,
 DSO 1     2094,2.365,1.984,3.97E-01,4.92E-02,          ,          ,          ,          ,20940000,
 DSO 2     2089,          ,          ,          ,          ,3.49E-01,3.29E-01,1.71E-01,5.95E-03,20946742,
 DSO 1     2095,2.444,-7.94E-01,4.167,8.10E-02,          ,          ,          ,          ,20950000,
 DSO 2     2090,          ,          ,          ,          ,5.16E-02,1.51E-01,3.10E-01,1.19E-02,20956742,
 DSO 1     2096,2.508,1.98E-01,1.587,7.50E-02,          ,          ,          ,          ,20960000,
 DSO 2     2091,          ,          ,          ,          ,2.10E-01,2.30E-01,1.31E-01,7.54E-03,20966742,
 DSO 1     2097,2.111,5.95E-01,7.94E-01,9.09E-02,          ,          ,          ,          ,20970000,
 DSO 2     2092,          ,          ,          ,          ,3.89E-01,2.10E-01,7.14E-02,9.13E-03,20976742,
 DSO 1     2098,2.27,5.95E-01,0,8.69E-02,          ,          ,          ,          ,20980000,
 DSO 2     2093,          ,          ,          ,          ,3.49E-01,7.14E-02,5.08E-01,2.18E-02,20986742,
 DSO 1     2099,1.937,-2.381,9.92E-01,6.11E-02,          ,          ,          ,          ,20990000,
 DSO 2     2094,          ,          ,          ,          ,4.29E-01,3.49E-01,2.30E-01,1.71E-02,20996742,
 DSO 1     2100,2.254,-7.94E-01,2.778,6.31E-02,          ,          ,          ,          ,21000000,
 DSO 2     2095,          ,          ,          ,          ,3.49E-01,2.70E-01,5.08E-01,2.30E-02,21006742,
 DSO 1     2101,2.111,1.19,1.389,6.51E-02,          ,          ,          ,          ,21010000,
 DSO 2     2096,          ,          ,          ,          ,3.89E-01,2.70E-01,3.29E-01,1.67E-02,21016742,
 DSO 1     2102,2.063,3.97E-01,2.579,5.12E-02,          ,          ,          ,          ,21020000,
 DSO 2     2097,          ,          ,          ,          ,4.68E-01,-2.78E-02,2.30E-01,1.07E-02,21026742,
 DSO 1     2103,2.238,0,3.175,9.68E-02,          ,          ,          ,          ,21030000,
 DSO 2     2098,          ,          ,          ,          ,2.90E-01,-4.76E-02,2.90E-01,7.14E-03,21036742,
 DSO 1     2104,2.429,-1.19,-1.98E-01,1.07E-01,          ,          ,          ,          ,21040000,
 DSO 2     2099,          ,          ,          ,          ,2.70E-01,3.18E-02,3.89E-01,1.07E-02,21046742,
 DSO 1     2105,2.238,7.94E-01,3.373,8.49E-02,          ,          ,          ,          ,21050000,
 DSO 2     2100,          ,          ,          ,          ,3.89E-01,7.14E-02,1.31E-01,1.03E-02,21056742,
 DSO 1     2106,1.873,1.984,5.95E-01,7.30E-02,          ,          ,          ,          ,21060000,
 DSO 2     2101,          ,          ,          ,          ,3.49E-01,1.71E-01,3.49E-01,1.83E-02,21066742,
 DSO 1     2107,2.143,1.389,1.786,4.52E-02,          ,          ,          ,          ,21070000,
 DSO 2     2102,          ,          ,          ,          ,2.90E-01,2.30E-01,7.86E-01,1.63E-02,21076742,
 DSO 1     2108,2.27,-1.984,1.19,7.50E-02,          ,          ,          ,          ,21080000,
 DSO 2     2103,          ,          ,          ,          ,1.31E-01,2.90E-01,3.89E-01,2.06E-02,21086742,
 DSO 1     2109,1.889,-9.92E-01,3.175,1.15E-02,          ,          ,          ,          ,21090000,
 DSO 2     2104,          ,          ,          ,          ,1.91E-01,2.50E-01,2.30E-01,2.26E-02,21096742,
 DSO 1     2110,1.952,-9.92E-01,-1.19,5.32E-02,          ,          ,          ,          ,21100000,
 DSO 2     2105,          ,          ,          ,          ,5.28E-01,4.48E-01,1.11E-01,8.73E-03,21106742,
 DSO 1     2111,1.968,-1.389,3.373,7.70E-02,          ,          ,          ,          ,21110000,
 DSO 2     2106,          ,          ,          ,          ,2.50E-01,1.31E-01,3.69E-01,7.14E-03,21116742,
 DSO 1     2112,2.19,-1.587,1.389,7.70E-02,          ,          ,          ,          ,21120000,
 DSO 2     2107,          ,          ,          ,          ,3.89E-01,1.31E-01,5.68E-01,1.15E-02,21126742,
 DSO 1     2113,1.984,-1.389,2.579,6.31E-02,          ,          ,          ,          ,21130000,
 DSO 2     2108,          ,          ,          ,          ,4.29E-01,4.29E-01,1.51E-01,2.10E-02,21136742,
 DSO 1     2114,2.095,5.357,4.365,9.09E-02,          ,          ,          ,          ,21140000,
 DSO 2     2109,          ,          ,          ,          ,5.48E-01,-6.75E-02,3.10E-01,1.31E-02,21146742,
 DSO 1     2115,2.159,7.94E-01,4.762,1.09E-01,          ,          ,          ,          ,21150000,
 DSO 2     2110,          ,          ,          ,          ,9.13E-02,5.16E-02,5.87E-01,1.75E-02,21156742,
 DSO 1     2116,1.857,-2.976,2.579,6.91E-02,          ,          ,          ,          ,21160000,
 DSO 2     2111,          ,          ,          ,          ,3.29E-01,1.11E-01,5.08E-01,1.19E-02,21166742,
 DSO 1     2117,1.73,0,4.563,3.33E-02,          ,          ,          ,          ,21170000,
 DSO 2     2112,          ,          ,          ,          ,5.08E-01,1.31E-01,3.18E-02,1.79E-02,21176742,
 DSO 1     2118,1.794,1.587,2.381,7.10E-02,          ,          ,          ,          ,21180000,
 DSO 2     2113,          ,          ,          ,          ,2.70E-01,4.68E-01,-2.78E-02,4.76E-03,21186742,
 DSO 1     2119,2.079,-1.98E-01,4.96,2.54E-02,          ,          ,          ,          ,21190000,
 DSO 2     2114,          ,          ,          ,          ,-1.27E-01,3.29E-01,3.29E-01,1.39E-02,21196742,
 DSO 1     2120,2.222,-5.95E-01,2.778,6.11E-02,          ,          ,          ,          ,21200000,
 DSO 2     2115,          ,          ,          ,          ,3.89E-01,3.10E-01,2.70E-01,8.73E-03,21206742,
 DSO 1     2121,2.048,-5.95E-01,1.98E-01,4.92E-02,          ,          ,          ,          ,21210000,
 DSO 2     2116,          ,          ,          ,          ,5.08E-01,4.09E-01,2.90E-01,2.02E-02,21216742,
 DSO 1     2122,1.81,2.976,3.175,9.29E-02,          ,          ,          ,          ,21220000,
 DSO 2     2117,          ,          ,          ,          ,3.10E-01,5.28E-01,4.09E-01,1.63E-02,21226742,
 DSO 1     2123,2.111,2.381,2.183,6.51E-02,          ,          ,          ,          ,21230000,
 DSO 2     2118,          ,          ,          ,          ,3.69E-01,2.50E-01,4.09E-01,7.94E-03,21236742,
 DSO 1     2124,2.032,-1.786,3.571,5.71E-02,          ,          ,          ,          ,21240000,
 DSO 2     2119,          ,          ,          ,          ,2.70E-01,7.14E-02,6.87E-01,1.98E-02,21246742,
 DSO 1     2125,2,-5.95E-01,3.175,5.12E-02,          ,          ,          ,          ,21250000,
 DSO 2     2120,          ,          ,          ,          ,2.90E-01,1.11E-01,4.48E-01,1.98E-02,21256742,
 DSO 1     2126,1.873,3.97E-01,3.373,7.90E-02,          ,          ,          ,          ,21260000,
 DSO 2     2121,          ,          ,          ,          ,7.14E-02,4.29E-01,1.51E-01,1.55E-02,21266742,
 DSO 1     2127,1.778,1.19,2.381,5.91E-02,          ,          ,          ,          ,21270000,
 DSO 2     2122,          ,          ,          ,          ,9.13E-02,1.11E-01,1.51E-01,1.23E-02,21276742,
 DSO 1     2128,2.079,-1.19,-9.92E-01,1.07E-01,          ,          ,          ,          ,21280000,
 DSO 2     2123,          ,          ,          ,          ,1.71E-01,3.18E-02,2.10E-01,5.56E-03,21286742,
 DSO 1     2129,1.921,-2.778,1.786,5.12E-02,          ,          ,          ,          ,21290000,
 DSO 2     2124,          ,          ,          ,          ,3.89E-01,9.13E-02,9.13E-02,1.47E-02,21296742,
 DSO 1     2130,1.794,4.167,1.786,1.17E-01,          ,          ,          ,          ,21300000,
 DSO 2     2125,          ,          ,          ,          ,2.50E-01,2.70E-01,4.68E-01,6.35E-03,21306742,
 DSO 1     2131,1.952,5.95E-01,2.778,7.70E-02,          ,          ,          ,          ,21310000,
 DSO 2     2126,          ,          ,          ,          ,5.87E-01,4.09E-01,3.10E-01,1.51E-02,21316742,
 DSO 1     2132,1.841,-2.183,1.389,3.93E-02,          ,          ,          ,          ,21320000,
 DSO 2     2127,          ,          ,          ,          ,3.29E-01,1.19E-02,2.70E-01,1.75E-02,21326742,
 DSO 1     2133,1.762,-3.373,1.19,3.53E-02,          ,          ,          ,          ,21330000,
 DSO 2     2128,          ,          ,          ,          ,4.88E-01,2.10E-01,1.91E-01,1.67E-02,21336742,
 DSO 1     2134,1.73,-3.97E-01,-9.92E-01,5.52E-02,          ,          ,          ,          ,21340000,
 DSO 2     2129,          ,          ,          ,          ,2.50E-01,3.29E-01,6.87E-01,1.39E-02,21346742,
 DSO 1     2135,1.921,3.97E-01,4.563,4.92E-02,          ,          ,          ,          ,21350000,
 DSO 2     2130,          ,          ,          ,          ,2.30E-01,9.13E-02,3.10E-01,6.35E-03,21356742,
 DSO 1     2136,1.603,1.98E-01,1.587,9.09E-02,          ,          ,          ,          ,21360000,
 DSO 2     2131,          ,          ,          ,          ,3.69E-01,1.71E-01,2.30E-01,1.23E-02,21366742,
 DSO 1     2137,2.063,9.92E-01,0,3.93E-02,          ,          ,          ,          ,21370000,
 DSO 2     2132,          ,          ,          ,          ,4.48E-01,3.69E-01,2.30E-01,1.67E-02,21376742,
 DSO 1     2138,1.937,1.587,4.563,6.31E-02,          ,          ,          ,          ,21380000,
 DSO 2     2133,          ,          ,          ,          ,4.68E-01,4.48E-01,4.48E-01,1.19E-02,21386742,
 DSO 1     2139,1.73,5.95E-01,3.77,7.50E-02,          ,          ,          ,          ,21390000,
 DSO 2     2134,          ,          ,          ,          ,4.88E-01,7.14E-02,4.88E-01,7.54E-03,21396742,
 DSO 1     2140,1.841,9.92E-01,2.381,7.30E-02,          ,          ,          ,          ,21400000,
 DSO 2     2135,          ,          ,          ,          ,6.67E-01,5.16E-02,2.30E-01,9.52E-03,21406742,
 DSO 1     2141,1.746,-2.976,4.96,1.35E-02,          ,          ,          ,          ,21410000,
 DSO 2     2136,          ,          ,          ,          ,1.19E-02,1.71E-01,3.89E-01,2.14E-02,21416742,
 DSO 1     2142,1.635,-1.587,5.556,1.15E-02,          ,          ,          ,          ,21420000,
 DSO 2     2137,          ,          ,          ,          ,2.30E-01,1.11E-01,3.49E-01,2.42E-02,21426742,
 DSO 1     2143,1.794,-1.19,3.175,5.52E-02,          ,          ,          ,          ,21430000,
 DSO 2     2138,          ,          ,          ,          ,4.68E-01,3.18E-02,3.49E-01,5.56E-03,21436742,
 DSO 1     2144,1.762,-9.92E-01,3.77,7.54E-03,          ,          ,          ,          ,21440000,
 DSO 2     2139,          ,          ,          ,          ,4.68E-01,1.91E-01,4.48E-01,1.31E-02,21446742,
 DSO 1     2145,1.778,9.92E-01,2.381,6.71E-02,          ,          ,          ,          ,21450000,
 DSO 2     2140,          ,          ,          ,          ,2.50E-01,3.10E-01,-2.78E-02,1.47E-02,21456742,
 DSO 1     2146,1.587,9.92E-01,4.563,7.70E-02,          ,          ,          ,          ,21460000,
 DSO 2     2141,          ,          ,          ,          ,5.16E-02,-2.78E-02,2.50E-01,1.63E-02,21466742,
 DSO 1     2147,2.016,2.976,5.754,8.49E-02,          ,          ,          ,          ,21470000,
 DSO 2     2142,          ,          ,          ,          ,1.71E-01,-1.27E-01,4.29E-01,1.35E-02,21476742,
 DSO 1     2148,1.762,1.786,3.373,5.91E-02,          ,          ,          ,          ,21480000,
 DSO 2     2143,          ,          ,          ,          ,-1.47E-01,3.29E-01,3.49E-01,1.79E-02,21486742,
 DSO 1     2149,1.714,-3.373,2.976,3.14E-02,          ,          ,          ,          ,21490000,
 DSO 2     2144,          ,          ,          ,          ,5.68E-01,3.49E-01,2.50E-01,2.02E-02,21496742,
 DSO 1     2150,1.778,-3.97E-01,1.587,1.75E-02,          ,          ,          ,          ,21500000,
 DSO 2     2145,          ,          ,          ,          ,1.71E-01,1.19E-02,4.68E-01,1.27E-02,21506742,
 DSO 1     2151,1.619,-3.97E-01,2.778,4.33E-02,          ,          ,          ,          ,21510000,
 DSO 2     2146,          ,          ,          ,          ,1.51E-01,4.48E-01,3.49E-01,1.11E-02,21516742,
 DSO 1     2152,1.746,1.19,1.587,4.33E-02,          ,          ,          ,          ,21520000,
 DSO 2     2147,          ,          ,          ,          ,7.14E-02,-8.73E-02,3.18E-02,6.35E-03,21526742,
 DSO 1     2153,1.524,-1.389,2.579,4.13E-02,          ,          ,          ,          ,21530000,
 DSO 2     2148,          ,          ,          ,          ,4.48E-01,4.68E-01,4.09E-01,1.35E-02,21536742,
 DSO 1     2154,1.937,-1.389,5.159,8.49E-02,          ,          ,          ,          ,21540000,
 DSO 2     2149,          ,          ,          ,          ,1.51E-01,3.18E-02,4.48E-01,1.27E-02,21546742,
 DSO 1     2155,1.714,1.98E-01,1.587,6.71E-02,          ,          ,          ,          ,21550000,
 DSO 2     2150,          ,          ,          ,          ,3.49E-01,1.91E-01,8.06E-01,1.19E-02,21556742,
 DSO 1     2156,1.698,2.579,3.968,7.90E-02,          ,          ,          ,          ,21560000,
 DSO 2     2151,          ,          ,          ,          ,-4.76E-02,5.16E-02,2.10E-01,1.63E-02,21566742,
 DSO 1     2157,1.492,3.97E-01,2.976,3.93E-02,          ,          ,          ,          ,21570000,
 DSO 2     2152,          ,          ,          ,          ,4.48E-01,1.51E-01,7.46E-01,2.06E-02,21576742,
 DSO 1     2158,1.429,-1.389,3.175,4.92E-02,          ,          ,          ,          ,21580000,
 DSO 2     2153,          ,          ,          ,          ,6.47E-01,3.89E-01,2.50E-01,9.92E-03,21586742,
 DSO 1     2159,1.365,7.94E-01,4.762,4.92E-02,          ,          ,          ,          ,21590000,
 DSO 2     2154,          ,          ,          ,          ,2.10E-01,5.16E-02,1.91E-01,1.03E-02,21596742,
 DSO 1     2160,1.302,-2.778,1.984,2.14E-02,          ,          ,          ,          ,21600000,
 DSO 2     2155,          ,          ,          ,          ,5.16E-02,3.10E-01,-2.78E-02,2.38E-03,21606742,
 DSO 1     2161,1.476,-2.778,5.159,7.10E-02,          ,          ,          ,          ,21610000,
 DSO 2     2156,          ,          ,          ,          ,2.90E-01,-1.47E-01,7.14E-02,7.94E-03,21616742,
 DSO 1     2162,1.429,3.77,1.786,7.90E-02,          ,          ,          ,          ,21620000,
 DSO 2     2157,          ,          ,          ,          ,3.10E-01,1.11E-01,5.08E-01,1.39E-02,21626742,
 DSO 1     2163,1.683,1.98E-01,4.167,1.01E-01,          ,          ,          ,          ,21630000,
 DSO 2     2158,          ,          ,          ,          ,4.09E-01,4.09E-01,5.08E-01,6.35E-03,21636742,
 DSO 1     2164,1.508,9.92E-01,1.587,4.33E-02,          ,          ,          ,          ,21640000,
 DSO 2     2159,          ,          ,          ,          ,2.50E-01,1.51E-01,4.09E-01,1.31E-02,21646742,
 DSO 1     2165,1.381,5.95E-01,2.381,5.91E-02,          ,          ,          ,          ,21650000,
 DSO 2     2160,          ,          ,          ,          ,7.14E-02,2.30E-01,3.69E-01,2.50E-02,21656742,
 DSO 1     2166,1.175,5.95E-01,5.159,3.33E-02,          ,          ,          ,          ,21660000,
 DSO 2     2161,          ,          ,          ,          ,2.10E-01,2.50E-01,4.68E-01,1.43E-02,21666742,
 DSO 1     2167,1.349,-9.92E-01,2.381,6.11E-02,          ,          ,          ,          ,21670000,
 DSO 2     2162,          ,          ,          ,          ,1.71E-01,-1.27E-01,6.07E-01,1.15E-02,21676742,
 DSO 1     2168,1.46,-3.97E-01,3.97E-01,5.12E-02,          ,          ,          ,          ,21680000,
 DSO 2     2163,          ,          ,          ,          ,7.14E-02,3.69E-01,1.91E-01,1.51E-02,21686742,
 DSO 1     2169,1.524,2.579,1.587,6.11E-02,          ,          ,          ,          ,21690000,
 DSO 2     2164,          ,          ,          ,          ,1.91E-01,1.71E-01,2.30E-01,3.97E-03,21696742,
 DSO 1     2170,1.635,2.183,7.94E-01,5.12E-02,          ,          ,          ,          ,21700000,
 DSO 2     2165,          ,          ,          ,          ,1.71E-01,2.30E-01,2.70E-01,1.31E-02,21706742,
 DSO 1     2171,1.492,3.571,5.95E-01,6.11E-02,          ,          ,          ,          ,21710000,
 DSO 2     2166,          ,          ,          ,          ,6.07E-01,1.51E-01,4.29E-01,4.37E-03,21716742,
 DSO 1     2172,1.413,2.778,2.381,5.52E-02,          ,          ,          ,          ,21720000,
 DSO 2     2167,          ,          ,          ,          ,3.10E-01,9.13E-02,2.70E-01,1.35E-02,21726742,
 DSO 1     2173,1.587,-1.786,0,3.93E-02,          ,          ,          ,          ,21730000,
 DSO 2     2168,          ,          ,          ,          ,3.69E-01,1.91E-01,5.87E-01,7.54E-03,21736742,
 DSO 1     2174,1.397,-3.97E-01,4.167,5.91E-02,          ,          ,          ,          ,21740000,
 DSO 2     2169,          ,          ,          ,          ,3.89E-01,2.30E-01,3.49E-01,1.15E-02,21746742,
 DSO 1     2175,1.365,-1.389,2.778,5.91E-02,          ,          ,          ,          ,21750000,
 DSO 2     2170,          ,          ,          ,          ,3.49E-01,3.69E-01,4.88E-01,1.31E-02,21756742,
 DSO 1     2176,1.127,7.94E-01,2.778,4.13E-02,          ,          ,          ,          ,21760000,
 DSO 2     2171,          ,          ,          ,          ,2.50E-01,1.31E-01,-2.46E-01,7.14E-03,21766742,
 DSO 1     2177,1.302,-2.381,4.167,2.74E-02,          ,          ,          ,          ,21770000,
 DSO 2     2172,          ,          ,          ,          ,1.11E-01,3.89E-01,-2.06E-01,1.51E-02,21776742,
 DSO 1     2178,1.238,-3.97E-01,4.563,4.92E-02,          ,          ,          ,          ,21780000,
 DSO 2     2173,          ,          ,          ,          ,3.18E-02,3.29E-01,5.48E-01,4.37E-03,21786742,
 DSO 1     2179,1.508,9.92E-01,3.968,5.91E-02,          ,          ,          ,          ,21790000,
 DSO 2     2174,          ,          ,          ,          ,4.48E-01,1.19E-02,3.69E-01,6.35E-03,21796742,
 DSO 1     2180,1.349,-9.92E-01,3.373,7.70E-02,          ,          ,          ,          ,21800000,
 DSO 2     2175,          ,          ,          ,          ,1.51E-01,3.18E-02,3.69E-01,9.92E-03,21806742,
 DSO 1     2181,1.048,1.19,4.167,6.71E-02,          ,          ,          ,          ,21810000,
 DSO 2     2176,          ,          ,          ,          ,3.49E-01,1.19E-02,4.09E-01,1.94E-02,21816742,
 DSO 1     2182,1,-3.175,6.349,5.71E-02,          ,          ,          ,          ,21820000,
 DSO 2     2177,          ,          ,          ,          ,2.50E-01,3.69E-01,7.26E-01,1.59E-02,21826742,
 DSO 1     2183,9.37E-01,-2.381,1.984,5.71E-02,          ,          ,          ,          ,21830000,
 DSO 2     2178,          ,          ,          ,          ,1.91E-01,7.14E-02,6.07E-01,1.67E-02,21836742,
 DSO 1     2184,1.222,-2.183,-1.98E-01,6.51E-02,          ,          ,          ,          ,21840000,
 DSO 2     2179,          ,          ,          ,          ,1.11E-01,2.10E-01,2.10E-01,1.63E-02,21846742,
 DSO 1     2185,1.095,-5.95E-01,4.167,4.72E-02,          ,          ,          ,          ,21850000,
 DSO 2     2180,          ,          ,          ,          ,3.69E-01,1.51E-01,-2.78E-02,8.73E-03,21856742,
 DSO 1     2186,1.397,3.373,6.151,5.91E-02,          ,          ,          ,          ,21860000,
 DSO 2     2181,          ,          ,          ,          ,9.13E-02,2.50E-01,3.89E-01,7.54E-03,21866742,
 DSO 1     2187,1.365,-3.97E-01,3.373,8.89E-02,          ,          ,          ,          ,21870000,
 DSO 2     2182,          ,          ,          ,          ,1.91E-01,4.29E-01,2.70E-01,1.19E-03,21876742,
 DSO 1     2188,1.46,2.579,4.762,8.49E-02,          ,          ,          ,          ,21880000,
 DSO 2     2183,          ,          ,          ,          ,3.29E-01,2.90E-01,4.29E-01,1.55E-02,21886742,
 DSO 1     2189,1.254,2.381,9.92E-01,6.91E-02,          ,          ,          ,          ,21890000,
 DSO 2     2184,          ,          ,          ,          ,1.91E-01,1.71E-01,1.31E-01,1.75E-02,21896742,
 DSO 1     2190,9.68E-01,-3.97E-01,4.365,5.71E-02,          ,          ,          ,          ,21900000,
 DSO 2     2185,          ,          ,          ,          ,4.29E-01,3.18E-02,4.29E-01,1.75E-02,21906742,
 DSO 1     2191,1.365,-7.94E-01,5.95E-01,5.32E-02,          ,          ,          ,          ,21910000,
 DSO 2     2186,          ,          ,          ,          ,2.10E-01,2.90E-01,6.47E-01,1.79E-02,21916742,
 DSO 1     2192,1.524,9.92E-01,3.175,5.32E-02,          ,          ,          ,          ,21920000,
 DSO 2     2187,          ,          ,          ,          ,5.68E-01,1.91E-01,2.90E-01,1.11E-02,21926742,
 DSO 1     2193,1.397,1.587,5.95E-01,4.52E-02,          ,          ,          ,          ,21930000,
 DSO 2     2188,          ,          ,          ,          ,3.10E-01,2.70E-01,1.31E-01,9.13E-03,21936742,
 DSO 1     2194,1.397,-1.389,4.563,7.90E-02,          ,          ,          ,          ,21940000,
 DSO 2     2189,          ,          ,          ,          ,5.16E-02,1.31E-01,3.29E-01,1.15E-02,21946742,
 DSO 1     2195,1.46,0,2.381,7.10E-02,          ,          ,          ,          ,21950000,
 DSO 2     2190,          ,          ,          ,          ,1.91E-01,1.91E-01,7.14E-02,5.16E-03,21956742,
 DSO 1     2196,1.254,1.98E-01,1.19,8.49E-02,          ,          ,          ,          ,21960000,
 DSO 2     2191,          ,          ,          ,          ,3.89E-01,1.71E-01,7.14E-02,9.13E-03,21966742,
 DSO 1     2197,1.413,3.97E-01,0,8.29E-02,          ,          ,          ,          ,21970000,
 DSO 2     2192,          ,          ,          ,          ,3.49E-01,5.16E-02,5.08E-01,2.06E-02,21976742,
 DSO 1     2198,9.52E-01,-2.778,1.786,5.71E-02,          ,          ,          ,          ,21980000,
 DSO 2     2193,          ,          ,          ,          ,3.89E-01,3.49E-01,2.50E-01,1.63E-02,21986742,
 DSO 1     2199,1.19,-1.19,3.571,6.11E-02,          ,          ,          ,          ,21990000,
 DSO 2     2194,          ,          ,          ,          ,3.29E-01,2.30E-01,4.68E-01,1.98E-02,21996742,
 DSO 1     2200,1.19,7.94E-01,1.984,6.11E-02,          ,          ,          ,          ,22000000,
 DSO 2     2195,          ,          ,          ,          ,3.69E-01,2.30E-01,3.29E-01,1.59E-02,22006742,
 DSO 1     2201,1.143,-1.98E-01,3.175,4.92E-02,          ,          ,          ,          ,22010000,
 DSO 2     2196,          ,          ,          ,          ,4.09E-01,-4.76E-02,1.91E-01,9.92E-03,22016742,
 DSO 1     2202,1.175,-1.98E-01,3.571,9.09E-02,          ,          ,          ,          ,22020000,
 DSO 2     2197,          ,          ,          ,          ,3.10E-01,-4.76E-02,2.70E-01,7.54E-03,22026742,
 DSO 1     2203,1.365,-1.389,0,1.03E-01,          ,          ,          ,          ,22030000,
 DSO 2     2198,          ,          ,          ,          ,2.50E-01,1.19E-02,3.89E-01,6.35E-03,22036742,
 DSO 1     2204,1.381,5.95E-01,4.167,8.29E-02,          ,          ,          ,          ,22040000,
 DSO 2     2199,          ,          ,          ,          ,3.89E-01,5.16E-02,9.13E-02,1.11E-02,22046742,
 DSO 1     2205,1.048,1.786,1.19,6.51E-02,          ,          ,          ,          ,22050000,
 DSO 2     2200,          ,          ,          ,          ,3.69E-01,1.71E-01,3.49E-01,1.75E-02,22056742,
 DSO 1     2206,1.19,1.389,2.381,4.13E-02,          ,          ,          ,          ,22060000,
 DSO 2     2201,          ,          ,          ,          ,2.50E-01,2.50E-01,7.86E-01,1.55E-02,22066742,
 DSO 1     2207,1.254,-2.579,1.984,7.10E-02,          ,          ,          ,          ,22070000,
 DSO 2     2202,          ,          ,          ,          ,1.11E-01,2.70E-01,3.69E-01,2.10E-02,22076742,
 DSO 1     2208,1.127,-1.19,3.571,9.52E-03,          ,          ,          ,          ,22080000,
 DSO 2     2203,          ,          ,          ,          ,1.91E-01,2.50E-01,2.10E-01,1.98E-02,22086742,
 DSO 1     2209,1.27,-1.389,-9.92E-01,4.92E-02,          ,          ,          ,          ,22090000,
 DSO 2     2204,          ,          ,          ,          ,5.28E-01,4.29E-01,9.13E-02,1.15E-02,22096742,
 DSO 1     2210,1.222,-1.587,3.968,7.50E-02,          ,          ,          ,          ,22100000,
 DSO 2     2205,          ,          ,          ,          ,2.50E-01,1.11E-01,3.49E-01,5.95E-03,22106742,
 DSO 1     2211,1.429,-1.984,1.786,7.50E-02,          ,          ,          ,          ,22110000,
 DSO 2     2206,          ,          ,          ,          ,3.69E-01,7.14E-02,5.68E-01,1.11E-02,22116742,
 DSO 1     2212,1.349,-1.587,2.976,5.71E-02,          ,          ,          ,          ,22120000,
 DSO 2     2207,          ,          ,          ,          ,4.09E-01,3.89E-01,1.11E-01,1.98E-02,22126742,
 DSO 1     2213,1.508,4.563,4.96,9.09E-02,          ,          ,          ,          ,22130000,
 DSO 2     2208,          ,          ,          ,          ,5.28E-01,-1.07E-01,3.10E-01,1.71E-02,22136742,
 DSO 1     2214,1.476,5.95E-01,5.159,1.05E-01,          ,          ,          ,          ,22140000,
 DSO 2     2209,          ,          ,          ,          ,1.31E-01,3.18E-02,5.68E-01,1.55E-02,22146742,
 DSO 1     2215,1.159,-3.373,2.778,6.31E-02,          ,          ,          ,          ,22150000,
 DSO 2     2210,          ,          ,          ,          ,2.90E-01,1.11E-01,5.08E-01,1.15E-02,22156742,
 DSO 1     2216,1.143,-1.98E-01,5.357,3.33E-02,          ,          ,          ,          ,22160000,
 DSO 2     2211,          ,          ,          ,          ,4.88E-01,1.11E-01,1.19E-02,1.51E-02,22166742,
 DSO 1     2217,1.222,1.389,2.778,6.51E-02,          ,          ,          ,          ,22170000,
 DSO 2     2212,          ,          ,          ,          ,2.70E-01,4.68E-01,-8.73E-02,7.94E-03,22176742,
 DSO 1     2218,1.365,-7.94E-01,5.159,2.34E-02,          ,          ,          ,          ,22180000,
 DSO 2     2213,          ,          ,          ,          ,-1.27E-01,3.10E-01,3.29E-01,1.27E-02,22186742,
 DSO 1     2219,1.492,-1.19,3.373,5.71E-02,          ,          ,          ,          ,22190000,
 DSO 2     2214,          ,          ,          ,          ,3.89E-01,3.10E-01,2.50E-01,9.13E-03,22196742,
 DSO 1     2220,1.413,-9.92E-01,5.95E-01,4.52E-02,          ,          ,          ,          ,22200000,
 DSO 2     2215,          ,          ,          ,          ,4.48E-01,3.69E-01,2.70E-01,1.83E-02,22206742,
